mz_rt,b1,b3,FC_post_div_pre,p,log2_FC_post_div_pre,neglog10p,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
786.5646_7.575,64576.864446740525,77981.1699154242,1.2075713273402862,0.00346,0.2721084069169152,2.4609239012072233,786.5646,7.575,72991.32,786.5646_7.575,786.5646_7.575,1
789.6114_7.911,3647.3379984060757,4717.813746745621,1.293495077453023,0.0028,0.3712745636881928,2.5528419686577806,789.6114,7.911,4557.0386,789.6114_7.911,789.6114_7.911,1
789.6116_8.177,7822.256129388292,9181.268101260102,1.1737365728496143,0.00443,0.23110865402893288,2.3535962737769305,789.6116,8.177,9532.207,789.6116_8.177,789.6116_8.177,1
790.4993_7.863,12236.88722573605,15257.79394444732,1.2468688860969348,0.00476,0.3183097672343255,2.322393047279507,790.4993,7.863,14081.089,790.4993_7.863,790.4993_7.863,1
800.5357_7.469,14607.021731920624,18843.456451254013,1.2900272757228488,0.00528,0.3674015696284388,2.277366077466188,800.5357,7.469,16663.395,Cluster_800.5357_7.469,800.5354_7.468;800.5357_7.469,2
805.6426_9.222,3852.633290239155,4444.1881963880205,1.1535456041579666,0.0413,0.20607504051157646,1.3840499483435988,805.6426,9.222,4319.773,805.6426_9.222,805.6426_9.222,1
808.5018_9.051,7782.982585591412,9390.819064365065,1.2065835894005763,0.00215,0.27092786568739385,2.6675615400843946,808.5018,9.051,8435.179,808.5018_9.051,808.5018_9.051,1
810.5647_7.467,100772.70640816256,124395.34430336561,1.2344150389245636,8.36e-4,0.3038275435359668,3.0777937225609837,810.5647,7.467,117495.53,Cluster_810.5647_7.467,810.5647_7.467;878.5516_7.469,2
812.5436_6.468,15045.145159131733,18575.68058232544,1.2346627690096317,0.00227,0.304117043498469,2.6439741428068775,812.5436,6.468,16110.198,812.5436_6.468,812.5436_6.468,1
812.58_7.898,11222.449387171968,14147.92720306877,1.2606808651987171,0.00211,0.3342031111411542,2.6757175447023074,812.58,7.898,13406.266,812.58_7.898,812.58_7.898,1
815.627_8.417,5851.254161912304,6766.35030294823,1.1563931621689896,0.0349,0.20963198319943072,1.45717457304082,815.627,8.417,6765.072,815.627_8.417,815.627_8.417,1
818.6271_10.414,38092.14444233398,29155.493458163462,0.7653938596788816,2.17e-4,-0.3857257677591359,3.6635402661514704,818.6271,10.414,33471.445,818.6271_10.414,818.6271_10.414,1
819.6141_8.816,9879.87934154333,11865.314466507833,1.200957426333747,1.12e-4,0.26418500874059975,3.9507819773298185,819.6141,8.816,11790.615,819.6141_8.816,819.6141_8.816,1
819.6141_9.024,23153.75534401064,19307.25121139447,0.8338712629780303,0.00242,-0.26210342416615756,2.616184634019569,819.6141,9.024,21387.59,819.6141_9.024,819.6141_9.024,1
820.5155_3.079,2372.683068850519,2867.9697244241424,1.2087453912728312,0.0148,0.2735103889778088,1.8297382846050425,820.5155,3.079,2653.961,Cluster_820.5155_3.079,1315.8467_3.079;820.5155_3.079,2
820.627_10.414,15668.249526853187,12794.215915053619,0.8165695786964666,0.00234,-0.29235227393374136,2.630784142589857,820.627,10.414,14667.743,820.627_10.414,820.627_10.414,1
821.6139_9.026,10337.846612720878,8328.84245177647,0.8056651219343595,0.00119,-0.3117477937489501,2.9244530386074694,821.6139,9.026,9363.601,821.6139_9.026,821.6139_9.026,1
823.6294_9.979,15110.760870529837,12581.839723257015,0.8326410450843069,6.58e-4,-0.2642334169280374,3.1817741063860447,823.6294,9.979,14061.187,823.6294_9.979,823.6294_9.979,1
824.5433_5.925,13868.94055716983,18417.384827110014,1.3279590283908727,0.0167,0.4092106358044528,1.7772835288524167,824.5433,5.925,16722.19,824.5433_5.925,824.5433_5.925,1
824.5789_7.841,4176.806525528691,5590.957845563584,1.3385723785364687,5.53e-4,0.42069514968657656,3.2572748686953017,824.5789,7.841,4966.6035,824.5789_7.841,824.5789_7.841,1
827.6272_7.905,14246.925771587994,18228.960172374198,1.279501308887802,0.00288,0.35558162320774245,2.540607512240769,827.6272,7.905,17602.617,827.6272_7.905,827.6272_7.905,1
828.5668_8.612,4596.615037781823,5365.995806355702,1.1673798571883796,0.00112,0.22327408024974754,2.9507819773298185,828.5668,8.612,4919.006,828.5668_8.612,828.5668_8.612,1
828.6559_10.414,27082.64368606394,22684.99554970832,0.837621164782427,0.00892,-0.2556301985344968,2.049635145623877,828.6559,10.414,24620.148,828.6559_10.414,828.6559_10.414,1
829.6431_8.816,48630.37947666095,56946.3219448781,1.171003034681401,0.0137,0.22774481462148077,1.8632794328435933,829.6431,8.816,56830.2,829.6431_8.816,829.6431_8.816,1
829.6432_9.024,130720.14007113372,106268.44044651423,0.812946194738518,8.94e-4,-0.29876822493966515,3.048662481204082,829.6432,9.024,117616.805,829.6432_9.024,829.6432_9.024,1
831.6576_9.28,3497.324631339708,5281.425432361519,1.5101330271243312,0.00165,0.5946756416823741,2.7825160557860937,831.6576,9.28,4799.041,831.6576_9.28,831.6576_9.28,1
831.659_9.98,182359.76946927953,150372.26187517666,0.8245912040402557,0.00243,-0.27824902288668735,2.614393726401688,831.659,9.98,173642.95,Cluster_831.659_9.98,821.6298_9.976;831.659_9.98;899.6459_9.978,3
833.6294_9.395,6969.1426802854385,8629.827479894626,1.2382911178310343,0.00347,0.30835052689280923,2.4596705252091264,833.6294,9.395,7996.6504,833.6294_9.395,833.6294_9.395,1
835.5322_8.336,24183.613429770285,20555.681816367076,0.849983889961738,6.42e-4,-0.23449259727533273,3.192464971931147,835.5322,8.336,22171.887,835.5322_8.336,835.5322_8.336,1
836.5434_6.295,8263.113382620664,10086.710805706429,1.2206913228276928,0.0186,0.2876984310164914,1.7304870557820837,836.5434,6.295,8671.963,836.5434_6.295,836.5434_6.295,1
837.6571_10.552,4460.70927408724,5670.151286827367,1.2711322210048321,0.0179,0.3461141048248902,1.747146969020107,837.6571,10.552,5325.885,837.6571_10.552,837.6571_10.552,1
840.5304_6.407,9940.65977962253,11450.271958516607,1.1518623725548527,0.00283,0.2039683502055499,2.54821356447571,840.5304,6.407,10892.086,840.5304_6.407,840.5304_6.407,1
